0,-0.3515625,0.048828125,-0.024414063,-0.09765625
0.0005,-0.708007813,0.078125,0.068359375,-0.092773438
0.001,-0.766601563,0.126953125,0.078125,0
0.0015,-0.454101563,0.15625,0.078125,-0.05859375
0.002,0.17578125,0.170898438,0.068359375,-0.112304688
0.0025,0.239257813,0.131835938,0.034179688,-0.068359375
0.003,-0.458984375,0.13671875,0.053710938,-0.1171875
0.0035,-0.83984375,0.087890625,0.014648438,-0.083007813
0.004,-0.708007813,0.063476563,0.05859375,-0.09765625
0.0045,-0.3515625,0.048828125,0.01953125,-0.170898438
0.005,-0.122070313,0.053710938,-0.009765625,-0.15625
0.0055,0.004882813,0.122070313,-0.004882813,-0.102539063
0.006,0,0.126953125,0.034179688,-0.029296875
0.0065,-0.170898438,0.102539063,0.122070313,-0.102539063
0.007,-0.766601563,0.146484375,0.13671875,-0.1171875
0.0075,-1.54296875,0.131835938,0.087890625,-0.083007813
0.008,-1.372070313,0.13671875,0.078125,-0.068359375
0.0085,-0.3515625,0.107421875,0.063476563,-0.083007813
0.009,0.5859375,0.112304688,0.034179688,-0.024414063
0.0095,1.127929688,0.15625,0.083007813,-0.107421875
0.01,0.869140625,0.17578125,0.078125,-0.102539063
0.0105,0.3125,0.126953125,0.087890625,-0.05859375
0.011,-0.278320313,0.09765625,0.112304688,-0.043945313
0.0115,-0.68359375,0.078125,0.068359375,-0.029296875
0.012,-0.053710938,0.078125,0.078125,-0.05859375
0.0125,0.791015625,0.078125,0.078125,-0.01953125
0.013,0.947265625,0.078125,0.043945313,-0.053710938
0.0135,0.7421875,0.0390625,0.043945313,-0.083007813
0.014,0.356445313,0.078125,0.087890625,-0.073242188
0.0145,0.336914063,0.107421875,0.087890625,-0.014648438
0.015,0.942382813,0.131835938,0.107421875,-0.09765625
0.0155,1.328125,0.092773438,0.107421875,-0.053710938
0.016,0.629882813,0.092773438,0.102539063,-0.01953125
0.0165,-0.1171875,0.131835938,0.122070313,-0.05859375
0.017,-0.185546875,0.107421875,0.1171875,-0.122070313
0.0175,-0.073242188,0.107421875,0.034179688,-0.107421875
0.018,0.034179688,0.09765625,0.009765625,-0.1171875
0.0185,-0.063476563,0.1171875,-0.024414063,-0.068359375
